author_id,twitter_handle,year,total_tweets,total_likes_tw,total_retweets,total_replies,total_tweets_rt
39250641,FDP_Liberalen,2013,147,62,124,59,2
39250641,FDP_Liberalen,2014,462,423,599,131,25
39250641,FDP_Liberalen,2015,712,1585,1073,224,663
39250641,FDP_Liberalen,2016,317,1497,877,253,337
39250641,FDP_Liberalen,2017,243,2143,713,181,250
39250641,FDP_Liberalen,2018,501,7170,1915,540,237
39250641,FDP_Liberalen,2019,734,14556,3635,1514,402
39250641,FDP_Liberalen,2020,652,13497,3110,1900,384
39250641,FDP_Liberalen,2021,318,6560,1346,1373,137
39475170,fdp,2009,1,3,1,2,NA
39475170,fdp,2010,200,12,70,0,71
39475170,fdp,2011,608,41,387,74,106
39475170,fdp,2012,154,36,293,73,61
39475170,fdp,2013,491,478,1181,639,239
39475170,fdp,2014,308,607,805,262,382
39475170,fdp,2015,751,4641,3974,1114,437
39475170,fdp,2016,924,18862,8964,2725,679
39475170,fdp,2017,1752,102085,29823,14032,1096
39475170,fdp,2018,816,70499,14365,10451,1051
39475170,fdp,2019,1384,103080,16652,21262,1513
39475170,fdp,2020,648,48722,6807,11999,2575
39475170,fdp,2021,355,29843,3315,4332,2840
39490506,syriza_gr,2009,147,0,0,0,NA
39490506,syriza_gr,2010,330,58,162,12,NA
39490506,syriza_gr,2011,258,8,48,7,NA
39490506,syriza_gr,2012,254,210,940,252,13
39490506,syriza_gr,2013,243,245,314,101,4
39490506,syriza_gr,2014,706,1883,2647,587,414
39490506,syriza_gr,2015,465,8633,8685,2028,163
39490506,syriza_gr,2016,805,8508,5556,3316,461
39490506,syriza_gr,2017,970,12774,8970,2927,504
39490506,syriza_gr,2018,1435,25669,10080,6477,733
39490506,syriza_gr,2019,1490,41680,15822,5191,1416
39490506,syriza_gr,2020,1140,90151,35283,9298,1271
39490506,syriza_gr,2021,506,57395,19401,5556,414
39498671,PPGERB,2009,216,9,1,1,NA
39498671,PPGERB,2014,188,168,84,12,2
39498671,PPGERB,2015,3,2,0,0,10
39498671,PPGERB,2016,84,132,27,2,44
39498671,PPGERB,2018,16,138,29,9,10
39498671,PPGERB,2019,9,75,19,5,8
40254263,liberalai,2009,115,8,0,0,NA
40254263,liberalai,2010,141,4,10,0,NA
40254263,liberalai,2011,155,5,5,3,3
40254263,liberalai,2012,272,3,13,10,34
40254263,liberalai,2013,249,15,27,6,7
40254263,liberalai,2014,410,76,20,22,51
40254263,liberalai,2015,205,77,35,10,4
40254263,liberalai,2016,435,245,111,13,45
40254263,liberalai,2017,205,95,32,4,NA
40254263,liberalai,2018,42,30,7,2,NA
40254263,liberalai,2019,14,6,0,9,NA
40681558,spschweiz,2009,49,13,2,0,NA
40681558,spschweiz,2010,131,1,37,0,22
40681558,spschweiz,2011,780,39,473,206,188
40681558,spschweiz,2012,334,74,320,105,52
40681558,spschweiz,2013,238,119,345,173,20
40681558,spschweiz,2014,376,595,845,330,63
40681558,spschweiz,2015,616,2080,1971,609,155
40681558,spschweiz,2016,480,4049,2555,405,253
40681558,spschweiz,2017,399,3838,1669,473,386
40681558,spschweiz,2018,414,6286,1913,634,152
40681558,spschweiz,2019,390,10400,2551,1199,516
40681558,spschweiz,2020,380,16094,3265,1609,214
40681558,spschweiz,2021,185,9449,1794,1322,82
42636009,SMS_ZELENI,2009,60,1,1,0,NA
42636009,SMS_ZELENI,2010,14,0,0,0,NA
42636009,SMS_ZELENI,2011,358,4,29,63,117
42636009,SMS_ZELENI,2012,5,0,0,0,11
42636009,SMS_ZELENI,2013,3,0,0,0,NA
42636009,SMS_ZELENI,2014,1,0,0,0,NA
42636009,SMS_ZELENI,2016,3,4,1,0,NA
42636009,SMS_ZELENI,2017,3,1,1,0,NA
43316811,ketfarkukutya,2009,21,4,3,0,NA
43316811,ketfarkukutya,2010,92,10,57,0,NA
43316811,ketfarkukutya,2011,79,15,46,5,1
43316811,ketfarkukutya,2012,132,16,82,13,NA
43316811,ketfarkukutya,2013,881,123,225,26,NA
43316811,ketfarkukutya,2014,717,256,186,23,NA
43316811,ketfarkukutya,2015,263,406,185,27,NA
43316811,ketfarkukutya,2016,635,1499,260,99,NA
43316811,ketfarkukutya,2017,939,3267,500,107,NA
43316811,ketfarkukutya,2018,773,5028,777,197,NA
43316811,ketfarkukutya,2019,190,1302,186,56,NA
44101578,dieLinke,2010,24,3,2,0,NA
44101578,dieLinke,2011,382,25,474,78,114
44101578,dieLinke,2012,683,256,1088,210,45
44101578,dieLinke,2013,929,1611,2963,803,252
44101578,dieLinke,2014,993,2955,2960,774,167
44101578,dieLinke,2015,1317,9005,7440,1652,1694
44101578,dieLinke,2016,1517,30265,16136,4926,2101
44101578,dieLinke,2017,1950,105719,35928,14940,3567
44101578,dieLinke,2018,1441,82909,26203,13621,5893
44101578,dieLinke,2019,1384,98834,22697,12103,3058
44101578,dieLinke,2020,952,135365,26468,16989,2327
44101578,dieLinke,2021,795,54522,11036,6814,826
46085533,cducsubt,2009,239,6,6,1,17
46085533,cducsubt,2010,334,3,98,0,72
46085533,cducsubt,2011,695,30,468,157,171
46085533,cducsubt,2012,552,83,521,289,127
46085533,cducsubt,2013,643,320,976,588,140
46085533,cducsubt,2014,578,1045,1494,857,185
46085533,cducsubt,2015,1680,3926,4880,3394,560
46085533,cducsubt,2016,2204,7853,5870,4041,1343
46085533,cducsubt,2017,1955,20618,7249,8387,1368
46085533,cducsubt,2018,2127,38969,13871,19669,1178
46085533,cducsubt,2019,2671,44878,14487,24154,2468
46085533,cducsubt,2020,3140,53882,15551,27819,2576
46085533,cducsubt,2021,1180,18630,5201,17093,771
46538880,TOP09cz,2009,15,2,0,0,NA
46538880,TOP09cz,2010,577,149,238,0,41
46538880,TOP09cz,2011,864,106,338,207,66
46538880,TOP09cz,2012,257,65,177,189,12
46538880,TOP09cz,2013,280,379,577,420,93
46538880,TOP09cz,2014,292,982,580,327,156
46538880,TOP09cz,2015,242,1569,639,298,140
46538880,TOP09cz,2016,560,8359,1450,1151,770
46538880,TOP09cz,2017,899,37947,4654,5648,821
46538880,TOP09cz,2018,673,35848,4159,3873,1739
46538880,TOP09cz,2019,561,38304,2978,3857,2497
46538880,TOP09cz,2020,266,33929,2874,3265,3961
46538880,TOP09cz,2021,85,11363,851,1067,2140
47436725,KPOE_EL,2009,141,0,0,0,NA
47436725,KPOE_EL,2010,600,2,14,1,22
47436725,KPOE_EL,2011,1535,6,69,16,92
47436725,KPOE_EL,2012,958,54,217,49,46
47436725,KPOE_EL,2013,1093,254,338,179,153
47436725,KPOE_EL,2014,1036,673,615,133,204
47436725,KPOE_EL,2015,856,808,706,155,145
47436725,KPOE_EL,2016,422,469,207,51,43
47436725,KPOE_EL,2017,232,840,354,51,107
47436725,KPOE_EL,2018,220,1069,489,41,256
47436725,KPOE_EL,2019,304,1522,487,161,376
47436725,KPOE_EL,2020,278,1984,574,121,229
47436725,KPOE_EL,2021,158,1322,327,60,122
47459306,PartiRadicalG,2019,286,3153,1920,191,511
47459306,PartiRadicalG,2020,335,9042,4880,871,902
47459306,PartiRadicalG,2021,87,4126,2422,192,438
49022430,PiratskaStrana,2009,18,0,0,0,NA
49022430,PiratskaStrana,2010,206,8,89,0,NA
49022430,PiratskaStrana,2011,203,34,119,9,NA
49022430,PiratskaStrana,2012,767,460,1012,120,30
49022430,PiratskaStrana,2013,1395,1140,1921,365,276
49022430,PiratskaStrana,2014,747,1427,1298,267,140
49022430,PiratskaStrana,2015,396,1269,907,203,268
49022430,PiratskaStrana,2016,195,1207,907,65,211
49022430,PiratskaStrana,2017,857,9869,1850,1137,80
49022430,PiratskaStrana,2018,1151,39432,4667,3540,578
49022430,PiratskaStrana,2019,957,43662,4571,4051,1327
49022430,PiratskaStrana,2020,850,76129,6075,5785,1355
49022430,PiratskaStrana,2021,387,40937,2704,4213,608
50961230,evppev,2009,4,0,0,0,NA
50961230,evppev,2011,99,6,58,16,22
50961230,evppev,2012,21,6,12,12,3
50961230,evppev,2013,99,36,44,87,28
50961230,evppev,2014,105,119,122,34,102
50961230,evppev,2015,153,299,166,62,182
50961230,evppev,2016,245,589,242,110,109
50961230,evppev,2017,149,781,277,38,46
50961230,evppev,2018,131,944,294,43,96
50961230,evppev,2019,189,1942,506,76,86
50961230,evppev,2020,134,1623,421,93,201
50961230,evppev,2021,34,509,113,18,63
50982086,PSOE,2010,1024,304,1539,4,213
50982086,PSOE,2011,4150,1200,24130,6104,1859
50982086,PSOE,2012,4325,4047,79236,24379,801
50982086,PSOE,2013,4521,8071,70288,25171,3425
50982086,PSOE,2014,4255,60839,184476,37042,3731
50982086,PSOE,2015,9338,294551,738402,73598,6686
50982086,PSOE,2016,12188,548225,925751,242344,7694
50982086,PSOE,2017,5942,510544,513061,138202,3672
50982086,PSOE,2018,7646,852714,718705,212014,5926
50982086,PSOE,2019,8871,1877100,1237130,494210,5103
50982086,PSOE,2020,9530,2067490,1216050,1031408,2799
50982086,PSOE,2021,4253,710197,442128,283008,1363
51714305,Partido_PAN,2009,88,0,1,0,NA
51714305,Partido_PAN,2010,177,2,67,0,NA
51714305,Partido_PAN,2011,815,11,155,7,4
51714305,Partido_PAN,2012,533,10,86,2,NA
51714305,Partido_PAN,2013,472,23,61,1,NA
51714305,Partido_PAN,2014,618,69,62,10,NA
51714305,Partido_PAN,2015,1342,366,247,49,2
51714305,Partido_PAN,2016,663,714,408,96,64
51714305,Partido_PAN,2017,377,1585,448,95,110
51714305,Partido_PAN,2018,365,3163,1008,165,135
51714305,Partido_PAN,2019,383,6712,1145,532,261
51714305,Partido_PAN,2020,329,4032,738,436,250
51714305,Partido_PAN,2021,126,2558,477,159,139
52745493,Bayernpartei,2009,11,0,0,0,NA
52745493,Bayernpartei,2010,162,1,10,0,NA
52745493,Bayernpartei,2011,404,2,4,5,NA
52745493,Bayernpartei,2012,394,6,35,3,NA
52745493,Bayernpartei,2013,277,26,53,5,NA
52745493,Bayernpartei,2014,267,83,124,15,NA
52745493,Bayernpartei,2015,379,271,249,24,NA
52745493,Bayernpartei,2016,1113,1052,699,209,47
52745493,Bayernpartei,2017,2583,4248,2957,1092,1224
52745493,Bayernpartei,2018,993,5322,2904,714,238
52745493,Bayernpartei,2019,1398,7881,2929,1460,415
52745493,Bayernpartei,2020,237,2318,378,347,63
52745493,Bayernpartei,2021,547,2237,338,413,206
53003895,Platforma_org,2009,32,1,0,1,NA
53003895,Platforma_org,2010,83,1,19,0,6
53003895,Platforma_org,2011,349,74,158,143,25
53003895,Platforma_org,2012,583,129,259,374,26
53003895,Platforma_org,2013,952,915,1453,1524,503
53003895,Platforma_org,2014,3260,7231,7310,7139,1256
53003895,Platforma_org,2015,4147,25280,15596,25228,2768
53003895,Platforma_org,2016,8778,135974,59332,30217,6939
53003895,Platforma_org,2017,5591,249212,128866,50249,6810
53003895,Platforma_org,2018,4071,190683,84410,45783,14223
53003895,Platforma_org,2019,5622,336603,135121,80864,12061
53003895,Platforma_org,2020,3807,311421,85462,59924,8760
53003895,Platforma_org,2021,1250,140359,36863,24006,4809
55496543,Senterpartiet,2009,147,4,4,0,10
55496543,Senterpartiet,2010,115,3,22,0,6
55496543,Senterpartiet,2011,49,10,37,14,NA
55496543,Senterpartiet,2012,261,59,354,91,85
55496543,Senterpartiet,2013,2387,1200,2622,1492,758
55496543,Senterpartiet,2014,210,435,418,144,127
55496543,Senterpartiet,2015,411,1025,597,273,113
55496543,Senterpartiet,2016,42,73,37,42,100
55496543,Senterpartiet,2017,78,423,101,52,39
55496543,Senterpartiet,2018,8,53,9,19,NA
55496543,Senterpartiet,2019,43,295,41,52,4
56410958,ODScz,2009,34,2,0,0,NA
56410958,ODScz,2010,88,4,4,0,NA
56410958,ODScz,2011,147,16,19,20,18
56410958,ODScz,2012,284,24,75,58,42
56410958,ODScz,2013,460,269,537,587,280
56410958,ODScz,2014,418,936,579,370,534
56410958,ODScz,2015,813,2576,1246,646,981
56410958,ODScz,2016,665,3749,882,582,1348
56410958,ODScz,2017,841,14198,1686,1834,1107
56410958,ODScz,2018,786,22895,1954,2089,2110
56410958,ODScz,2019,602,20295,1432,2220,3263
56410958,ODScz,2020,658,144264,6386,7406,3454
56410958,ODScz,2021,640,86863,3460,5434,1743
59741891,veciverejne,2009,1,0,1,0,NA
59741891,veciverejne,2010,55,3,5,0,NA
59741891,veciverejne,2011,36,2,1,5,2
59741891,veciverejne,2012,180,4,12,9,10
59741891,veciverejne,2013,405,2,5,45,6
59741891,veciverejne,2014,449,6,2,5,NA
59741891,veciverejne,2015,142,8,1,7,NA
59741891,veciverejne,2016,29,3,1,0,NA
59741891,veciverejne,2017,56,10,0,2,NA
59741891,veciverejne,2018,2,0,0,1,NA
62752069,CNIP_FR,2009,7,0,0,0,NA
62752069,CNIP_FR,2010,64,0,45,0,115
62752069,CNIP_FR,2011,40,0,20,0,39
62752069,CNIP_FR,2012,754,12,133,30,138
62752069,CNIP_FR,2013,163,9,88,6,18
62752069,CNIP_FR,2014,31,5,13,0,1
62752069,CNIP_FR,2015,17,0,30,2,NA
62752069,CNIP_FR,2016,15,70,89,3,NA
62752069,CNIP_FR,2017,2,8,13,2,NA
62752069,CNIP_FR,2018,14,115,111,2,70
62752069,CNIP_FR,2019,46,488,380,22,64
62752069,CNIP_FR,2020,59,472,400,20,71
62752069,CNIP_FR,2021,31,543,302,18,9
63310797,Kystpartiet,2009,18,0,1,0,NA
63310797,Kystpartiet,2013,18,13,2,2,NA
63310797,Kystpartiet,2016,14,13,2,0,1
63310797,Kystpartiet,2017,74,38,15,1,1
63310797,Kystpartiet,2018,39,17,12,0,2
63310797,Kystpartiet,2019,105,56,29,13,3
63310797,Kystpartiet,2020,139,58,24,10,7
63310797,Kystpartiet,2021,35,41,14,1,1
65134133,KDpuolue,2010,469,0,60,0,NA
65134133,KDpuolue,2011,624,9,41,6,NA
65134133,KDpuolue,2012,519,11,17,24,NA
65134133,KDpuolue,2013,428,22,96,27,NA
65134133,KDpuolue,2014,333,107,169,32,3
65134133,KDpuolue,2015,218,349,255,42,112
65134133,KDpuolue,2016,364,712,461,32,66
65134133,KDpuolue,2017,428,1708,829,149,173
65134133,KDpuolue,2018,820,5520,1689,275,387
65134133,KDpuolue,2019,1077,9890,1924,414,667
65134133,KDpuolue,2020,1130,15231,2145,822,431
65134133,KDpuolue,2021,535,14756,1660,565,205
65607107,DiePARTEI,2009,177,7,0,0,5
65607107,DiePARTEI,2010,154,8,20,0,NA
65607107,DiePARTEI,2011,126,19,91,2,1
65607107,DiePARTEI,2012,66,21,106,2,NA
65607107,DiePARTEI,2013,131,495,738,91,30
65607107,DiePARTEI,2014,46,565,699,68,10
65607107,DiePARTEI,2015,62,1529,984,103,56
65607107,DiePARTEI,2016,107,12511,4821,418,128
65607107,DiePARTEI,2017,209,33928,7932,1000,439
65607107,DiePARTEI,2018,150,30858,4820,687,412
65607107,DiePARTEI,2019,543,335466,28522,6078,739
65607107,DiePARTEI,2020,241,110522,8763,1815,333
65607107,DiePARTEI,2021,164,75606,5140,1250,119
65747043,Munkaspart,2009,176,1,0,0,NA
65747043,Munkaspart,2010,586,13,23,0,6
65747043,Munkaspart,2011,731,0,9,3,NA
65747043,Munkaspart,2012,353,3,12,5,NA
65747043,Munkaspart,2013,845,20,27,23,NA
65747043,Munkaspart,2014,9,7,9,0,NA
65747043,Munkaspart,2015,19,20,11,1,2
65747043,Munkaspart,2016,384,279,199,29,25
65747043,Munkaspart,2017,357,69,15,62,6
65747043,Munkaspart,2018,494,98,43,134,20
65747043,Munkaspart,2019,733,250,55,31,8
65747043,Munkaspart,2020,811,246,54,21,NA
65747043,Munkaspart,2021,564,165,34,10,NA
66324459,__Lewica,2009,107,2,2,0,NA
66324459,__Lewica,2010,33,1,2,0,NA
66324459,__Lewica,2011,220,4,34,9,1
66324459,__Lewica,2012,651,63,156,123,11
66324459,__Lewica,2013,1587,305,426,509,88
66324459,__Lewica,2014,3580,3211,2366,2212,557
66324459,__Lewica,2015,2760,8169,4917,3836,1544
66324459,__Lewica,2016,2296,9455,4148,2434,1363
66324459,__Lewica,2017,2641,28266,10294,3236,708
66324459,__Lewica,2018,2104,38540,10620,5248,309
66324459,__Lewica,2019,5057,223561,40465,19255,1304
66324459,__Lewica,2020,6908,310711,51204,41781,8878
66324459,__Lewica,2021,2415,102944,17667,25339,5378
67693131,JobbikMM,2009,34,0,1,0,NA
67693131,JobbikMM,2010,2729,55,2020,1,726
67693131,JobbikMM,2011,266,16,44,5,9
67693131,JobbikMM,2012,298,56,69,16,NA
67693131,JobbikMM,2013,979,261,241,45,NA
67693131,JobbikMM,2014,1249,437,269,41,NA
67693131,JobbikMM,2015,891,775,424,112,NA
67693131,JobbikMM,2016,1026,1192,139,280,NA
67693131,JobbikMM,2017,1224,1513,153,424,NA
67693131,JobbikMM,2018,1117,1161,117,360,NA
67693131,JobbikMM,2019,363,606,86,135,NA
68644850,reformikad,2010,180,0,9,0,39
68644850,reformikad,2011,125,1,16,3,33
68644850,reformikad,2012,90,2,12,6,61
68644850,reformikad,2013,76,12,11,8,34
68644850,reformikad,2014,112,77,52,11,43
68644850,reformikad,2015,154,119,60,24,38
68644850,reformikad,2016,157,119,80,16,13
68644850,reformikad,2017,58,49,13,9,NA
68644850,reformikad,2018,207,104,36,19,8
68644850,reformikad,2019,69,45,12,0,NA
70349639,psocialista,2011,12,1,2,1,NA
70349639,psocialista,2012,1456,54,514,87,2
70349639,psocialista,2013,1316,114,799,274,NA
70349639,psocialista,2014,561,493,499,131,3
70349639,psocialista,2015,4898,8220,5817,960,495
70349639,psocialista,2016,827,2980,1974,230,142
70349639,psocialista,2017,1033,5125,1307,272,1
70349639,psocialista,2018,768,7170,1653,1031,5
70349639,psocialista,2019,2289,29740,6284,3794,318
70349639,psocialista,2020,1030,17182,3311,1812,181
70349639,psocialista,2021,415,7228,1191,925,167
74480484,SDPHrvatske,2010,450,5,101,0,44
74480484,SDPHrvatske,2011,547,7,179,46,111
74480484,SDPHrvatske,2012,112,10,82,24,21
74480484,SDPHrvatske,2013,190,74,102,34,87
74480484,SDPHrvatske,2014,86,74,61,37,36
74480484,SDPHrvatske,2015,2006,5719,1295,851,222
74480484,SDPHrvatske,2016,2905,23163,2400,2735,245
74480484,SDPHrvatske,2017,484,4250,454,532,206
74480484,SDPHrvatske,2018,847,4008,644,1252,300
74480484,SDPHrvatske,2019,1045,11411,1497,1249,1016
74480484,SDPHrvatske,2020,1000,16127,1373,1173,1275
74480484,SDPHrvatske,2021,572,7384,864,358,684
74506083,verzii,2012,1927,4,14,9,NA
74506083,verzii,2013,2223,11,17,6,NA
74506083,verzii,2014,865,8,17,1,1
74506083,verzii,2015,160,1,7,1,NA
74506083,verzii,2016,539,7,3,0,NA
74506083,verzii,2017,83,23,1,0,NA
74506083,verzii,2018,117,23,10,0,NA
74506083,verzii,2019,98,12,1,0,NA
76292859,Hoyre,2009,20,2,7,0,3
76292859,Hoyre,2010,206,10,159,0,31
76292859,Hoyre,2011,374,37,447,40,29
76292859,Hoyre,2012,55,28,215,54,9
76292859,Hoyre,2013,1514,1651,2648,1338,376
76292859,Hoyre,2014,1201,2508,2482,1119,699
76292859,Hoyre,2015,847,2961,2768,747,772
76292859,Hoyre,2016,405,2578,1191,372,226
76292859,Hoyre,2017,144,3132,892,253,106
76292859,Hoyre,2018,139,3179,514,355,28
76292859,Hoyre,2019,79,1708,339,300,11
76292859,Hoyre,2020,18,375,79,174,1
77286146,Piratepartei,2010,560,17,260,0,261
77286146,Piratepartei,2011,1567,36,830,295,688
77286146,Piratepartei,2012,832,68,753,226,496
77286146,Piratepartei,2013,571,294,930,134,299
77286146,Piratepartei,2014,374,631,993,127,175
77286146,Piratepartei,2015,64,125,163,27,59
77286146,Piratepartei,2016,72,240,235,8,19
77286146,Piratepartei,2017,34,151,96,8,10
77286146,Piratepartei,2018,145,628,339,45,64
77286146,Piratepartei,2019,430,1736,979,146,79
77286146,Piratepartei,2020,434,1017,582,105,41
77286146,Piratepartei,2021,201,388,154,48,16
77821953,theSNP,2010,469,25,1125,9,92
77821953,theSNP,2011,2418,269,7837,683,549
77821953,theSNP,2012,2613,1311,15016,2596,472
77821953,theSNP,2013,3423,3815,23697,4016,1809
77821953,theSNP,2014,3982,59724,115572,12110,2765
77821953,theSNP,2015,3824,153896,218535,19623,3673
77821953,theSNP,2016,2303,155445,168706,19475,3709
77821953,theSNP,2017,2806,355220,288215,31329,6263
77821953,theSNP,2018,2106,423171,273552,32852,4822
77821953,theSNP,2019,3282,886985,376665,68852,5848
77821953,theSNP,2020,12696,594456,192815,62901,4034
77821953,theSNP,2021,5226,523066,154726,74863,3027
78085410,RNational_off,2009,45,1,2,1,NA
78085410,RNational_off,2010,537,4,36,0,NA
78085410,RNational_off,2011,773,231,685,179,29
78085410,RNational_off,2012,855,372,2860,642,180
78085410,RNational_off,2013,1414,1494,7988,2054,139
78085410,RNational_off,2014,1584,11449,27004,4302,968
78085410,RNational_off,2015,6069,96046,151238,20152,5660
78085410,RNational_off,2016,5900,203139,188541,18320,3557
78085410,RNational_off,2017,4880,293574,222033,22919,7080
78085410,RNational_off,2018,4583,217144,161707,15561,4421
78085410,RNational_off,2019,3793,290813,179623,22848,3997
78085410,RNational_off,2020,545,159744,77039,14960,2774
78085410,RNational_off,2021,227,78090,32064,7674,1324
78546768,darbopartija,2009,49,0,0,0,NA
78546768,darbopartija,2010,30,0,0,0,NA
78546768,darbopartija,2011,51,0,0,0,1
78546768,darbopartija,2014,118,0,0,0,NA
78546768,darbopartija,2015,373,9,16,1,NA
78546768,darbopartija,2016,325,0,2,0,NA
78546768,darbopartija,2017,209,0,0,3,NA
78546768,darbopartija,2018,179,6,0,5,NA
78546768,darbopartija,2019,66,1,0,0,NA
80514014,IDSDDI,2009,16,2,0,0,NA
80514014,IDSDDI,2010,438,0,6,0,5
80514014,IDSDDI,2011,533,1,30,14,4
80514014,IDSDDI,2012,409,7,44,17,3
80514014,IDSDDI,2013,1107,52,131,47,117
80514014,IDSDDI,2014,50,7,18,16,8
80514014,IDSDDI,2015,130,60,42,5,11
80514014,IDSDDI,2016,284,214,47,11,20
80514014,IDSDDI,2017,108,211,45,11,1
80514014,IDSDDI,2018,16,47,1,19,2
80514014,IDSDDI,2019,43,259,57,19,33
80514014,IDSDDI,2020,1,3,0,0,NA
82068939,pvdabelgie,2010,318,4,78,1,8
82068939,pvdabelgie,2011,905,21,245,67,116
82068939,pvdabelgie,2012,1705,132,779,280,444
82068939,pvdabelgie,2013,1453,164,833,289,328
82068939,pvdabelgie,2014,1027,520,1463,246,1210
82068939,pvdabelgie,2015,661,420,1390,152,2231
82068939,pvdabelgie,2016,682,1420,2870,223,1716
82068939,pvdabelgie,2017,396,2764,2727,385,1369
82068939,pvdabelgie,2018,476,4226,2309,530,1103
82068939,pvdabelgie,2019,251,4346,1682,372,924
82068939,pvdabelgie,2020,159,3809,1421,727,473
82068939,pvdabelgie,2021,61,1413,438,155,193
84053338,Esquerra_ERC,2010,507,39,610,1,57
84053338,Esquerra_ERC,2011,747,88,2745,162,701
84053338,Esquerra_ERC,2012,2656,3069,27580,1728,904
84053338,Esquerra_ERC,2013,2709,6272,33787,2991,1258
84053338,Esquerra_ERC,2014,3928,32332,88817,5746,3164
84053338,Esquerra_ERC,2015,6515,96568,199717,13313,6355
84053338,Esquerra_ERC,2016,7289,200239,260152,18528,10243
84053338,Esquerra_ERC,2017,11693,1126071,733790,70889,18078
84053338,Esquerra_ERC,2018,7203,776531,401409,67446,16158
84053338,Esquerra_ERC,2019,6887,497176,239942,58485,17224
84053338,Esquerra_ERC,2020,4328,240881,123067,58921,17684
84053338,Esquerra_ERC,2021,1330,143142,78187,31556,5821
84054978,PartidoPACMA,2010,203,19,730,0,2
84054978,PartidoPACMA,2011,1239,464,11202,915,208
84054978,PartidoPACMA,2012,1232,2022,31504,1533,395
84054978,PartidoPACMA,2013,1507,6498,39769,2574,721
84054978,PartidoPACMA,2014,4701,133472,271404,18915,543
84054978,PartidoPACMA,2015,4608,312178,511064,26472,988
84054978,PartidoPACMA,2016,2884,710141,935757,38279,1313
84054978,PartidoPACMA,2017,2536,855621,980563,46561,958
84054978,PartidoPACMA,2018,3128,1404573,1382796,84781,1241
84054978,PartidoPACMA,2019,2660,1307233,929460,74111,2950
84054978,PartidoPACMA,2020,2730,637924,470458,36243,256
84054978,PartidoPACMA,2021,1162,200796,137401,9225,34
85941439,ptbbelgique,2009,15,0,0,0,NA
85941439,ptbbelgique,2010,318,5,24,0,2
85941439,ptbbelgique,2011,627,9,183,19,121
85941439,ptbbelgique,2012,1314,61,750,77,382
85941439,ptbbelgique,2013,1023,68,543,86,352
85941439,ptbbelgique,2014,1667,335,2505,264,1486
85941439,ptbbelgique,2015,753,280,2216,116,2492
85941439,ptbbelgique,2016,508,712,2279,135,1555
85941439,ptbbelgique,2017,369,2374,2574,189,1167
85941439,ptbbelgique,2018,544,4379,3387,400,1087
85941439,ptbbelgique,2019,324,5562,3495,337,838
85941439,ptbbelgique,2020,193,5875,3576,670,404
85941439,ptbbelgique,2021,73,1295,397,95,156
89035822,gruenewien,2009,106,2,3,0,5
89035822,gruenewien,2010,468,36,137,1,65
89035822,gruenewien,2011,335,28,212,66,167
89035822,gruenewien,2012,300,91,228,147,181
89035822,gruenewien,2013,543,320,388,395,339
89035822,gruenewien,2014,353,739,566,319,314
89035822,gruenewien,2015,940,3387,1675,828,626
89035822,gruenewien,2016,136,945,428,156,435
89035822,gruenewien,2017,226,1931,660,232,498
89035822,gruenewien,2018,308,6507,1903,589,590
89035822,gruenewien,2019,789,21257,4821,1328,2098
89035822,gruenewien,2020,566,17009,3267,2213,1714
89035822,gruenewien,2021,166,3907,751,610,651
89543500,coalicion,2010,276,4,76,0,NA
89543500,coalicion,2011,1910,28,356,133,51
89543500,coalicion,2012,976,41,1214,185,546
89543500,coalicion,2013,408,64,468,88,570
89543500,coalicion,2014,2592,1915,6742,685,2920
89543500,coalicion,2015,2313,7732,14462,863,6122
89543500,coalicion,2016,2480,12760,15159,483,13386
89543500,coalicion,2017,1351,11191,10086,469,10077
89543500,coalicion,2018,1205,11879,9170,1007,9764
89543500,coalicion,2019,1764,16851,11089,1733,7113
89543500,coalicion,2020,406,8066,5457,1920,1839
89543500,coalicion,2021,488,7048,5254,384,744
90576797,PartiPopulaire,2009,3,7,4,0,NA
91796121,cupnacional,2010,613,17,131,0,50
91796121,cupnacional,2011,952,53,1957,77,252
91796121,cupnacional,2012,2405,1891,31260,950,1684
91796121,cupnacional,2013,3515,7419,56777,2476,6097
91796121,cupnacional,2014,4737,40420,138995,5747,10859
91796121,cupnacional,2015,3301,84069,194298,13414,13415
91796121,cupnacional,2016,2666,82273,141171,10050,11243
91796121,cupnacional,2017,3388,890122,600913,42188,10217
91796121,cupnacional,2018,3440,908614,526957,32873,6844
91796121,cupnacional,2019,3116,604670,320434,23450,5408
91796121,cupnacional,2020,2557,342378,170831,18789,4833
91796121,cupnacional,2021,1501,248042,100057,11839,2525
94963212,Fideszmpsz,2009,587,1,0,0,NA
94963212,Fideszmpsz,2010,10094,42,1792,1,NA
94963212,Fideszmpsz,2011,10397,56,2668,22,NA
94963212,Fideszmpsz,2012,8467,165,3769,96,NA
94963212,Fideszmpsz,2013,6867,396,3578,149,NA
94963212,Fideszmpsz,2015,5,74,17,105,NA
95455794,lesRepublicains,2010,630,25,737,1,98
95455794,lesRepublicains,2011,1684,306,5690,1584,211
95455794,lesRepublicains,2012,3809,3743,52738,11789,724
95455794,lesRepublicains,2013,1202,1942,18848,4839,129
95455794,lesRepublicains,2014,1632,7398,33554,6776,520
95455794,lesRepublicains,2015,2068,33774,89368,14029,4284
95455794,lesRepublicains,2016,1992,55476,79175,11154,4003
